pmid	pmcid	sentence
34764605	8180385	[31] used classic data augmentation techniques along with CGAN to increase the size of their dataset of CT scan images.
34764605	8180385	Their model was first pre-trained on a dataset of a million images and then retrained to detect abnormalities in chest x-rays images.
34764605	8180385	[39] proposed a new joint learning framework to perform accurate COVID-19 detection by learning with heterogeneous datasets.
34764605	8180385	Models proposed in [29–39] were tested on a single dataset which require more experimentation to arrive at a conclusion.
34764605	8180385	Contrarily, the results obtained using our proposed model were more reliable since we have used five different datasets for experimentation.
34764605	8180385	Although, the model proposed in [33] uses a modified version of the KNN algorithm, and has a faster execution time as compared to other deep learning models when trained using a small dataset, it does not scale well to larger datasets, i.e., its execution time will be higher as compared to other deep learning models when trained on large datasets.
34764605	8180385	A dropout layer, with a dropout probability of 0.5, is applied between each of the fully connected layers, to prevent the model from over-fitting to the training data.
34764605	8180385	This section discusses the datasets, experimental methodology and evaluation metrics.
34764605	8180385	In this section, the datasets used for the evaluation of the proposed model are discussed.
34764605	8180385	Five different datasets were obtained from different countries.
34764605	8180385	Two of these datasets contain chest x-ray images, while the remaining datasets contain chest CT scans.
34764605	8180385	Each dataset has been split into test set, validation set and the training set.
34764605	8180385	The test set was ensured to contain at least 200 images or at the most 400 images to obtain better assessment of the model’s generality.
34764605	8180385	The size of the validation set is based on the size of the test set, i.e., the bigger the test set, the more prominent will be the validation set and vice versa.
34764605	8180385	The remaining images constituted the training set.
34764605	8180385	The test and validation sets were ensured to have the same proportion of positive and negative images.
34764605	8180385	The validation set was ensured to be similar to the test set because the hyper-parameters were tuned according to the validation set.
34764605	8180385	The training set’s composition is immaterial as long as it had enough positive and negative images for the model to both classes’ features.
34764605	8180385	COVID-CT Dataset [44]: This dataset contains 349 COVID-19 CT images from 216 patients and 397 non-COVID-19 CT images.
34764605	8180385	Test and validation sets were collected from the hospitals.
34764605	8180385	To prevent the model from over-fitting to the training data, the size of the training set is increased to 1275 images using data augmentation techniques like random rotation, horizontal flip, and color jittering.
34764605	8180385	Covid-19 Image Data Collection [45]: This dataset was collected from public sources as well as from the hospitals and physicians.
34764605	8180385	Source: https://github.com/ieee8023/covid-chestxray-dataset
34764605	8180385	COVID-CTset [46]: This dataset contains the full original CT scans of 377 persons.
34764605	8180385	This dataset is from the Negin medical center, Sari, Iran.
34764605	8180385	COVID-19 Radiography Database [47]: This dataset consists of 1200 COVID-19 positive images, 1341 normal images and 1345 viral pneumonia images.
34764605	8180385	https://www.kaggle.com/tawsifurrahman/covid19-radiography-database
34764605	8180385	SARS-CoV-2 CT scan dataset [48]: This dataset contains 1252 CT scans that are positive for SARS-CoV-2 infection (COVID-19) and 1230 CT scans for patients non-infected by SARS-CoV-2, 2482 CT scans in total.
34764605	8180385	Source: https://www.kaggle.com/plameneduardo/sarscov2-ctscan-dataset
34764605	8180385	Large datasets are needed to train a model based on Deep Learning.
34764605	8180385	When the available datasets are smaller in size, their size can be increased using the data augmentation techniques.
34764605	8180385	In the present study, as COVID-CT Dataset [44] is a comparatively smaller dataset, the following data augmentation techniques were used to increase the size of this dataset.
34764605	8180385	The values of the hyper-parameters namely Random Resized Crop size, Random Resized Crop Scale Random Rotation angle range and Random Horizontal Flip probability have been obtained based on the performance of the validation set.
34764605	8180385	Recall : Recall is the fraction of positive examples in the dataset that are predicted positive.
34764605	8180385	The proposed model was evaluated on the five datasets and the results are presented in this section.
34764605	8180385	The proposed model is evaluated based on five different datasets of chest CT scans and chest x-rays i.e.
34764605	8180385	COVID-CT-Dataset [44], Covid-19 Image Data Collection [45],COVID-CTset [46], COVID-19 Radiography Database [47] and SARS-CoV-2 CT scan dataset [48].
34764605	8180385	The first dataset considered for the experiment is the COVID-CT Dataset [44].
34764605	8180385	This dataset was split into a training set consisting of 425 images, a validation set consisting of 118 images, and a test set consisting of 203 images.
34764605	8180385	The test set contained 98 COVID-19 positive images and 105 COVID-19 negative images.
34764605	8180385	The second dataset considered for the experiment is the Covid-19 Image Data Collection [45].
34764605	8180385	This dataset was split into a training set of 309 images, a validation set of 70 images, and a test set of 200 images.
34764605	8180385	Of the 200 images in the test set, 100 are COVID-19 positive, and 100 are COVID-19 negative.
34764605	8180385	The results obtained by proposed model, ensembles for Covid-19 Image Data Collection [45] dataset are summarized in Table 2.
34764605	8180385	The third dataset under consideration is the COVID-CTset [46].
34764605	8180385	It is a large dataset that consisted of 63849 CT scan images.
34764605	8180385	For this study, a smaller version of this dataset comprising of 12,058 images was used [46].
34764605	8180385	This dataset was split into a training set consisting of 11400 images, a validation set consisting of 258 images, and a test set consisting of 400 images.
34764605	8180385	In the test set, the number of COVID-19 positive and COVID-19 negative images are equal.
34764605	8180385	The fourth dataset is the COVID-19 Radiography Database [47].
34764605	8180385	This dataset is split into a training set consisting of 3086 images, a validation set consisting of 400 images, and a test set consisting of 200 COVID-19 positive images and 200 COVID-19 negative images.
34764605	8180385	The results obtained for different models using Covid-19 Image Data Collection [45] dataset are summarized in Table 4.
34764605	8180385	The fifth dataset used for evaluating the proposed model is the SARS-CoV-2 CT scan dataset [48].
34764605	8180385	It consists of 2482 CT scans, out of which a training set consists of 1800 images, a validation set consists of 282 images, and a test set consists of 400 images.
34764605	8180385	Of the 400 images in the test set, 200 are COVID-19 positive, and 200 are COVID-19 negative.
34764605	8180385	Table 5 shows the comparison of the performance of the proposed model against other models in terms of precision, recall, accuracy, and F1 score on the SARS-CoV-2 CT scan dataset [48].
34764605	8180385	Comparison among the proposed model and other baseline models on SARS-CoV-2 CT scan dataset [48]
34764605	8180385	From Tables 1 to 5, it is evident that the proposed model performs better than the other models in terms of accuracy and F1 score on all the datasets.
34764605	8180385	The Tables 6-10 show the performance of the proposed model on different datasets by varying the threshold above which an image is predicted positive.
34764605	8180385	For the Covid-19 Image Data Collection [45] dataset, the precision increased with an increase in threshold.
34764605	8180385	Table 7 shows evaluation metrics obtained by varying threshold values for the proposed model on Covid-19 Image Data Collection [45] dataset.
34764605	8180385	For the SARS-CoV-2 CT scan dataset [48] the precision increased with an increase in the threshold.
34764605	8180385	The relationship among precision, recall, and the threshold is similar to the first three datasets.
34764605	8180385	With threshold on the x-axis and a scale of 0 to 1 on the y-axis, evaluation metrics (Precision, Recall, Accuracy, and F1 score) for SARS-CoV-2 CT scan dataset [48] are shown in Fig.
34764605	8180385	Variation of Precision, Recall, Accuracy and F1 score with threshold on SARS-CoV-2 CT scan dataset [48]
34764605	8180385	Performance of the proposed model on SARS-CoV-2 CT scan dataset [48] under varied thresholds
34764605	8180385	Moreover, the proposed model was trained on five different datasets and has seen more examples than the other models.
34764605	8180385	Thus, the proposed model achieved better performance, as it could learn more relevant features from the datasets.
34764605	8180385	These three models consisted of a pre-trained model and additional fully connected layers, and these additional fully connected layers helped the model to learn the features specific to a particular dataset.
34764605	8180385	F1 Score of Different models on different datasets
34764605	8180385	Accuracy of Different models on different datasets
34764605	8180385	The threshold above which the positive prediction were made, varied with different datasets.
34764605	8180385	Moreover, the recommended threshold varied from one dataset to another, and it lies between 0.3 and 0.5.
34764605	8180385	Moreover, the proposed model achieved high accuracy and recall on all the five different datasets that consist of chest CT scans and chest x-rays Images.
34355210	8336924	For example, in the community-wide 13th CASP experiment (CASP13), the state-of-the-art methods based on deep learning from whole-genome sequence databases achieved average precisions of up to 70% for the top L/5 long-range predicted contacts (Shrestha et al., 2019).
34355210	8336924	To examine the ability of C-I-TASSER to fold non-homologous proteins, we first tested the pipeline on 342 non-redundant protein domains collected from the SCOPe 2.06 database; these proteins were regarded as hard targets by LOMETS (Zheng et al., 2019c), given that there were no significant templates detected after excluding structures with a sequence identity >30% to the query (see “benchmark dataset collection” under STAR Methods).
34355210	8336924	C-I-TASSER modeling results on the 342 hard targets in the benchmark dataset
34355210	8336924	In C-I-TASSER, DeepMSA (Zhang et al., 2019) is employed to generate MSAs from multiple whole-genome and metagenome databases to collect more diverse sequence homologs in the MSAs.
34355210	8336924	Although the C-I-TASSER force field was mainly optimized on globular proteins, we list in Table S2 a summary of the structure folding results of C-I-TASSER on 80 non-redundant membrane domain proteins collected from the GPCR-EXP (Chan and Zhang, 2020) and PDBTM (Kozma et al., 2013) databases (see “collection of membrane protein dataset” under STAR Methods).
34355210	8336924	This TM-score improvement is considerably larger than that obtained for the general benchmark dataset (46.2%).
34355210	8336924	These differences are probably due to the better conservation of membrane proteins in the sequence databases, which resulted in a higher accuracy of contact predictions.
34355210	8336924	In fact, the average Neff of MSAs collected by DeepMSA is 659.1 for the membrane proteins, which is 6.2 times that for the general benchmark dataset (105.7).
34355210	8336924	Pfam is a database of protein families (El-Gebali et al., 2018), each represented as a sequence profile of structurally and/or functionally related protein domains.
34355210	8336924	There are 17,929 protein single-domain-level families in the Pfam database (version 32.0), of which 9,229 have at least one member with an experimentally determined structure in the PDB.
34355210	8336924	Here, we used C-I-TASSER to predict structure models for the 8,266 unsolved Pfam families that were at least 40 amino acids long, and the details of the data collection are described in “Pfam dataset” under STAR Methods.
34355210	8336924	Based on the 797 test targets (342 hard and 455 easy) in the benchmark dataset, the C score had a Pearson correlation coefficient of 0.80 with TM score (see Figures S5A and S5B and “model quality estimation of C-I-TASSER” under STAR Methods).
34355210	8336924	If we select a C-score cutoff of −2.5, which corresponds to an estimated TM = 0.5, the Matthews correlation coefficient on the benchmark dataset reached a maximum of 0.623 and the false discovery rate (FDR) only 6.88%.
34355210	8336924	In Figure 4A, we present the C-score histogram distribution of the C-I-TASSER models on the 8,266 unsolved Pfam families, where the C score from the benchmark targets is listed as a control.
34355210	8336924	If we assume that the C-I-TASSER models have a similar FDR between the benchmark and the Pfam families, there should be around 3,876 (=4,162 ∗ (100% – 6.88%)) of the 4,162 high-confidence Pfam families that are foldable with an estimated TM ≥ 0.5.
34355210	8336924	(A) The distribution of Pfam families and benchmark targets in different C-score bins.
34355210	8336924	The black circles represent the number of Pfam targets in a specific C-score bin, and histograms are from benchmark proteins; the gray bars indicate the number of foldable targets with TM ≥ 0.5 and the white bars being the number of non-foldable targets.
34355210	8336924	Although DMPfold produced a relatively high number of foldable models (1,475), the FDR reported in the DMPfold benchmark analysis was 17.5%, which was considerably higher than the C-I-TASSER FDR of 6.88% at a C-score cutoff of −2.5.
34355210	8336924	We found that C-I-TASSER still created considerably more foldable families and novel folds than the control methods in this common dataset.
34355210	8336924	The C-I-TASSER modeling was performed on the Pfam database version 32.0 (released in September 2018), and the modeling data are summarized in Table S4 for all 8,266 unsolved Pfam families.
34355210	8336924	In Figure 5A, we compare the benchmark targets and Pfam families in terms of template quality (measured by normalized Z score of LOMETS templates) and contact-map accuracy (indicated by the MSA Neff values), where two interesting points can be observed.
34355210	8336924	First, the TM-score heatmap for the benchmark targets is highly consistent with the regions of Pfam families with low (gray) or high (black) C scores, showing that C score can indeed be used as a reliable measure for estimating the quality of unsolved Pfam family models.
34355210	8336924	Comparison of the C-I-TASSER results for the Pfam families and benchmark dataset for different C scores, Z scores, and Neff values
34355210	8336924	(A) Normalized Z score of the first LOMETS template versus the Neff of DeepMSA for the Pfam families (points) and benchmark dataset (background).
34355210	8336924	The heatmap in the background depicts the TM scores for benchmark targets, where white regions indicate no data.
34355210	8336924	(B) The box-and-whisker chart for the logarithm Neff values of MSAs for easy and hard targets in the Pfam families and benchmark dataset.
34355210	8336924	The left corresponds to the results of the benchmark dataset, and the right contains the results for the Pfam families.
34355210	8336924	"Among the foldable families, the easy targets (Z
 1) generally had a slightly higher Neff than the hard targets (Z < 1); this is understandable because easy families are often more well studied by the community and therefore tend to have more homologous sequences in both structure and sequence databases."
34355210	8336924	As a control, we also listed the Neff distribution of the 797 benchmark proteins, where a similar trend was seen (i.e., easy targets tend to have higher Neffs).
34355210	8336924	Here it is worth noting that although both Pfam and benchmark proteins contain easy and hard targets, Pfam families seem more difficult to fold because by design we selected to model only the unsolved Pfam families containing no solved structures in the homologous members, whereas easy benchmark proteins do not have such constraints.
34355210	8336924	On average, the Neff of Pfam families (118.8) is also considerably lower than that of the benchmark proteins (236.1); these data partly explain the results of Figure 4A in which the overall C-score distribution of Pfam families was shifted to the lower values compared with the benchmark proteins.
34355210	8336924	Thus, given that the majority of the Pfam families with C < −2.5 (93.8% = 3,848/4,104) were hard targets that lacked homologous templates in the PDB, it will be critically important to develop effective MSA collection and contact-map prediction methods to model the structures of these hard Pfam families.
34355210	8336924	To help understand the mechanism of the new virus, we applied C-I-TASSER to generate a genome-wide structure modeling study on SARS-CoV-2 (see “SARS-CoV-2 dataset” under STAR Methods).
34355210	8336924	It is noted that the SARS-CoV-2 proteins have generally few homologous sequences in the sequence database, where the average Neff (=21.0) is much lower than those of the benchmark dataset (236.1) and the unsolved Pfam families (118.8), probably due to the relatively new species and the quick mutation rate of the virus.
34355210	8336924	The poor quality of contact-map prediction is mainly due to the low multiplicity of the MSAs, where the Neff values are 0.4, 4.5, and 0.4, respectively, even though the metagenome database was utilized.
34355210	8336924	Overall, despite the relatively lower Neff values for the SARS-CoV-2 proteins, the average TM score of the C-I-TASSER is 0.820, which is even higher than that of the easy benchmark proteins (0.765), probably because of the better template quality identified by LOMETS for the SARS-CoV-2 proteins (TM = 0.748).
34355210	8336924	Based on a benchmark test of 342 hard proteins lacking homologous templates in the PDB, the average TM score of C-I-TASSER was 46% higher than those of I-TASSER, and the number of foldable domains with TM > 0.5 increased by 2.55 times in relation to I-TASSER.
34355210	8336924	Compared with the modest TM-score increase (4.6%) witnessed previously by contact-map-guided template-based structure prediction (Wu et al., 2011), the significant improvement of the model quality achieved in this study can be mainly attributed to the substantial increase in contact-map accuracy brought by advanced deep neural network learning techniques in combination with deep MSA collection from whole-genome and metagenome databases.
34355210	8336924	Despite the success of the C-I-TASSER pipeline, considerable challenges still exist in folding distantly homologous proteins that have little sequence homology in the sequence databases (i.e., quadrant III in Figure 2B).
34355210	8336924	Therefore, development of sensitive MSA algorithms from the rapidly increasing whole-genome and metagenome sequence databases is key to addressing this problem.
34355210	8336924	The datasets supporting the current study have been deposited in Zhang Lab for public use, where the benchmark and membrane datasets are available at https://zhanglab.ccmb.med.umich.edu/C-I-TASSER/dataset.tar.bz2, the structure models for Pfam domain families are available at https://zhanglab.ccmb.med.umich.edu/C-I-TASSER/pfam/, and the structural models for SARS-CoV-2 genome are available at https://zhanglab.ccmb.med.umich.edu/COVID-19/.
34355210	8336924	The benchmark dataset consists of single-domain proteins collected from the SCOPe 2.06 database (Chandonia et al., 2018) and the FM and FM/TBM targets from CASP 8–12 (Moult et al., 2009, 2011, 2014, 2016, 2018).
34355210	8336924	Redundant proteins were removed using a pairwise sequence identity cutoff <30% and only sequences with lengths between 50 and 450 amino acids were kept in the benchmark dataset.
34355210	8336924	In our benchmark analysis, the “Trivial” and “Easy” targets were combined into one group called “Easy targets” (455), while the “Hard” and “Very Hard” targets were integrated into one group called “Hard targets” (342).
34355210	8336924	The membrane protein dataset contains 80 single domain proteins collected from GPCR-EXP (Chan and Zhang, 2020) and PDBTM (Kozma et al., 2013) databases.
34355210	8336924	Similar with the benchmark dataset, redundant proteins were removed using a pairwise sequence identity cutoff <30%, and only the sequences with lengths between 50 and 450 amino acids were kept.
34355210	8336924	Finally, this dataset contains 73 α-helix proteins and 7 β-sheet proteins, where 30 G protein-coupled receptors (GPCRs) are included.
34355210	8336924	Here, the GPCR-EXP, PDBTM, and MPstruct databases are used for determining whether a template belongs to the membrane protein.
34355210	8336924	Pfam is a database of protein families (El-Gebali et al., 2018), each represented by hidden Markov models (HMMs).
34355210	8336924	The profile HMM is then queried against a sequence database, and all matches scoring above the curated threshold are aligned back to the profile HMM to generate the full alignment.
34355210	8336924	The Pfam dataset was collected from the Pfam version 32.0 database, which includes 17,929 protein families.
34355210	8336924	We further removed Pfam families with less than 40 amino acids of sequence length, resulting in a dataset of 8,266 Pfam families.
34355210	8336924	First, we ran ‘hmmsearch’ to search a specific Pfam family against uniref100 (May 2019) database (Suzek et al., 2014).
34355210	8336924	September 2018, Pfam 32.0 database was released.
34355210	8336924	March 2020, Pfam 33.0 database was released.
34355210	8336924	The structures for 113 of those 305 families have been released after June 2019, and thus selected as a blind test set for C-I-TASSER (Figure 4F in main text and Figure S6) since none of the solved structure information was used during the C-I-TASSER modeling.
34355210	8336924	The scoring function used to re-rank the templates can be calculated as follows:where  is the sequence identity between the query and the i-th template for the j-th program,  is the confidence score for the j-th program, which was calculated by determining the average TM-scores over the first templates to the native structures on a training set of 243 non-redundant target proteins (Wu and Zhang, 2007), and  is the Z-score cut-off for defining good/bad templates for the j-th program, which was determined by maximizing the Matthews correlation coefficient (MCC) for distinguishing a good template (with a TM-score ≥0.5) from a bad template (TM-score <0.5) on the same training set.
34355210	8336924	We found that the Z-score has a strong correlation with the real TM-score, with a Pearson Correlation Coefficient (PCC) of 0.7794 on the 797 benchmark proteins.
34355210	8336924	In order to simplify the logic of the benchmark analysis and Pfam analysis in the manuscript, we re-defined target classification as two groups of targets: easy targets and hard targets, where easy targets here include both “Trivial” and “Easy” types, while hard targets are a combination of both the “Hard” and “Very Hard” groups.
34355210	8336924	The base models have the same training data and the same neural network structure consisting of 22 residual basic blocks.
34355210	8336924	ResPRE is the average ensemble of ten base models trained by different subsets of the whole training data.
34355210	8336924	Based on the testing on the 797 proteins in the benchmark dataset, on average, deep-learning-based methods, especially our in-house ResTriplet and TripletRes, had significantly higher precisions than other methods on both easy and hard targets.
34355210	8336924	Rather than generating multiple sequence alignments (MSA) by some general tools, such as PSI-BLAST (Altschul et al., 1997), HHblits (Remmert et al., 2012), or HMMsearch (Eddy, 1998), which may result in an insufficient number of homologs in an MSA, we adopted a novel MSA generation method (Zhang et al., 2019), called DeepMSA, to collect “deep” MSAs from multiple whole-genome and metagenome databases through complementary hidden Markov model (HMM) algorithms.
34355210	8336924	Starting from a query protein sequence, the DeepMSA approach iteratively searches for sequence homologs from multiple sequence databases in order to create deep MSAs, which in turn are utilized to build the deep sequence profiles used by the contact prediction algorithms in C-I-TASSER.
34355210	8336924	Stage 1: Starting from the input query sequence, HHblits (Remmert et al., 2012) from the HH-suite package (Steinegger et al., 2019) is used to search against the UniClust30 database (Mirdita et al., 2016) with the same parameters used by MetaPSICOV2 (Buchan and Jones, 2018) to generate the first-level MSA.
34355210	8336924	Stage 2: Jump-starting from the first-level MSA, HHblits is again applied to search against a custom HHblits-formatted database to generate the second-level MSA.
34355210	8336924	The custom database is constructed as follows: Jackhmmer from the HMMER package (Eddy, 1998) is used to search the query sequence against the UniRef90 database (Suzek et al., 2014) to generate a list of sequences (hits).
34355210	8336924	These hits are finally converted into a custom HHblits-formatted database by the “hhblitdb.pl” script from HH-suite.
34355210	8336924	Stage 3: Similar to Stage 2, the second-level MSA is used to jump-start an HHblits search against a new custom HHblits-formatted database to get the third-level MSA.
34355210	8336924	The new custom database is built as follows: The second-level MSA is converted into a profile Hidden Markov Model (HMM) by HMMbuild from the HMMER package.
34355210	8336924	This HMM is then searched against the Metaclust (Steinegger and Söding, 2018) metagenome sequence database by HMMsearch from HMMER to extract full-length hits.
34355210	8336924	Finally, these hits from HMMsearch are built into the new custom database.
34355210	8336924	We trained the three parameters based on the 797 proteins in the benchmark dataset.
34355210	8336924	First, we equally split the 797 benchmark proteins into a training and test set.
34355210	8336924	We defined the binary classification problem as follows: the positives in the true condition were the targets in the training set where the TM-score between the predicted model and the experimental structure was greater than or equal to 0.5, while the negatives in the true condition were the targets in the training set with TM-scores <0.5; the positives in the predicted condition were the targets with C-scores ≥ cutoff, while the negatives in the predicted condition were the targets with C-scores < cutoff.
34355210	8336924	When the three parameters w, w and w were fixed, the C-score for each target in the training set could be calculated, and then the best C-score cutoff could be obtained by optimizing the Matthews correlation coefficient (MCC) on the training set.
34355210	8336924	We also calculated the performance on the test set, which produced an MCC=0.6231, indicating the parameter selection was reasonable.
34355210	8336924	We calculated the true TM-scores between the models and experimental structures, the C-scores for the predicted models, and the estimated TM-scores for the predicted models on the benchmark dataset.
34355210	8336924	We found that both the C-score and estimated TM-score had a strong correlation with the real TM-score, with a Pearson Correlation Coefficient (PCC) of 0.7973 and 0.7961, respectively, on the 797 benchmark proteins.
34355210	8336924	Data were analyzed using R (4.0.3) and are presented as the average values of different datasets.
34898852	8653328	Their COVID‐Net achieved an overall accuracy of 92.4% using the COVIDx dataset, but it was pre‐trained with the ImageNet dataset and initialized with the obtained weights.
34898852	8653328	These researchers are also the ones who created and curated the COVIDx dataset used both in the current study and many others that have worked on designing DL models for the automatic detection of COVID‐19.
34898852	8653328	To test and evaluate the results of this model, the COVIDx dataset version 1 and its 13 569 X‐ray images were used.
34898852	8653328	Apply different techniques of data augmentation on the dataset samples, such as rotation, flips, and scaling;
34898852	8653328	Testing the proposed method using different datasets, including the COVIDx dataset (15 000+ chest X‐ray images) and the enhanced COVID‐19 dataset (1000+ enhanced images);
34898852	8653328	In Section 4, we describe the datasets utilized and how we have prepared the data from each one to be used in training our own model.
34898852	8653328	One of the greatest advantages of CNNs is their ability to extract and learn hidden features from big datasets and raw data.
34898852	8653328	Our motivation here is to develop a deep CNN capable of automatically learning the features of COVID‐19 and recognizing instances of it across two different datasets.
34898852	8653328	In order to validate the approach, we propose here, we used two different datasets to evaluate the performance of this model.
34898852	8653328	A description of these datasets and how we preprocessed them is provided in the following subsections.
34898852	8653328	In this work, we used the COVIDx dataset recently created and published by COVID‐Net researchers.
34898852	8653328	COVIDx is an open‐access benchmark dataset that is continuously updated and enriched with the addition of more images from different sources.
34898852	8653328	The version of the dataset that we used consists of more than 15 000 chest X‐ray images, created as both a combination and a modification of five open access data repositories.
34898852	8653328	The dataset also consists of two image folders: one for training and one for testing.
34898852	8653328	Distribution of chest X‐ray images from the COVIDx dataset
34898852	8653328	Samples of chest X‐ray images from the COVIDx dataset and illustrating different classes
34898852	8653328	The COVIDx dataset takes its data from five different repositories.
34898852	8653328	As a result, the images in this dataset are of all different sizes and shapes.
34898852	8653328	These differences affect the effectiveness of any classification attempted, so in order to enhance the performance of our classification approach, image preprocessing is first applied to all images across the dataset.
34898852	8653328	It is also worth noting that the COVIDx dataset is imbalanced.
34898852	8653328	Imbalanced datasets return inaccurate results because they bias the model toward the predictions of the majority class.
34898852	8653328	Due to the severe imbalance between the three different classes in this COVIDx dataset, resampling methods are not suitable for our problem.
34898852	8653328	Because of the high dimensionality of the used dataset, we choose to apply the class reweight approach as a balancing method, which penalized the model if a positive sample was misclassified.
34898852	8653328	"The second dataset
 used to test our model was merged and enhanced by Canayas."
34898852	8653328	The enhanced COVID‐19 dataset consists of more than 1000 images and includes three balanced classes: COVID‐19, pneumonia, and normal chest X‐ray images.
34898852	8653328	"The images of the dataset are gathered from two different sources: the first part contains 145 images of labeled COVID‐19 X‐ray images available on GitHub,
 while the second is collected by Chowdhury et al.,
 publicly available on Kaggle, and contains 219 X‐ray images of chests with COVID‐19 infections."
34898852	8653328	The distribution of chest X‐ray images in the enhanced COVID‐19 dataset is depicted in Table 4.
34898852	8653328	Distribution of chest X‐ray images belonging to the enhanced COVID‐19 dataset
34898852	8653328	[37] the author made changes to this dataset by applying a contrast enhancement on each image from the original dataset.
34898852	8653328	"Using the Image Contrast Enhancement Algorithm (ICEA),
 the best contrast was applied on the dataset images and the noise was eliminated."
34898852	8653328	Figure 8 plots select samples of X‐ray images from this enhanced dataset.
34898852	8653328	Samples of chest X‐ray images illustrating different classes from the enhanced COVID‐19 dataset
34898852	8653328	Data augmentation is the approach of modifying some of the data provided to the learning model and thus creating more training data in order to avoid overfitting.
34898852	8653328	Overfitting occurs when a model learns a function with high variance, which means that it models the training data well but does not perform properly with new data, leading to poor generalization.
34898852	8653328	With data augmentation, more images are generated through different random transformations applied to the existing dataset images.
34898852	8653328	The images of the datasets are only flipped horizontally; we do not apply vertical flips since these do not reflect the images in their normal form.
34898852	8653328	Thus, data augmentation was employed to enlarge the training dataset, while valid and test data were not augmented.
34898852	8653328	The experimentation workflow consisted of a set of steps that included: (a) data preprocessing, (b) data augmentation, (c) model training, (d) model evaluation using the validation data, (e) final evaluation of the model with the best weights using the test data, and (f) calculation of the performance metrics.
34898852	8653328	"
Loss function: categorical cross‐entropy function was used to measure the network's performance on the training data."
34898852	8653328	In this section, we present the experimental results obtained by applying our proposed RND‐CNN on the COVIDx and enhanced COVID‐19 datasets.
34898852	8653328	In this subsection, we illustrate the details and results obtained by implementing the proposed approach described in Section 3 on the COVIDx dataset.
34898852	8653328	The training data are used to train the model, while the validation data are utilized for evaluating it during the training process.
34898852	8653328	Once the model completes training, then the test data are employed to test its performance.
34898852	8653328	Following this distribution, we randomly split the training folder of the COVIDx dataset into 80% for training and 20% for validation.
34898852	8653328	Figure 11 represents the distribution of images of each class into our training, validation, and test sets.
34898852	8653328	Distribution of COVIDx's images of each class into training, validation, and test sets
34898852	8653328	The proposed RND‐CNN was trained using the COVIDx dataset over 100 epochs.
34898852	8653328	Accuracy and loss achieved during the training and validation phases of the RND‐CNN model using the COVIDx dataset
34898852	8653328	RND‐CNN accuracy results using the COVIDx dataset
34898852	8653328	Obtained ROC curves for the COVID‐19, normal, and pneumonia classes using the COVIDx dataset
34898852	8653328	In order to examine the effectiveness of our proposed RND‐CNN, we implemented it using another dataset collected and enhanced for the purpose of COVID‐19 detection.
34898852	8653328	Unlike the COVIDx dataset, this enhanced COVID‐19 dataset is balanced and consists of the same number of images in each class with a contrast enhancement.
34898852	8653328	Figure 15 illustrates the distribution of the enhanced dataset images of each class into training, validation, and test sets.
34898852	8653328	Distribution of the enhanced COVID‐19 dataset images of each class into training, validation, and test sets
34898852	8653328	Our RND‐CNN was trained using the enhanced COVID‐19 dataset over 100 epochs.
34898852	8653328	Accuracy and loss achieved during training and validation phases of the RND‐CNN model using the enhanced COVID‐19 dataset
34898852	8653328	Using the test data, we evaluated the overall performance of the newly‐trained model.
34898852	8653328	RND‐CNN accuracy results using the enhanced COVID‐19 dataset
34898852	8653328	Obtained ROC curves for COVID‐19, normal, and pneumonia classes using the enhanced COVID‐19 dataset
34898852	8653328	Our results reveal that using different data augmentation techniques on dataset images has a significant impact on the efficiency of the model, especially for imbalanced datasets.
34898852	8653328	To examine the results obtained, we trained the same proposed CNN architecture without augmentation for the dataset images, and when we did, the results showed a significant drop in accuracy.
34898852	8653328	To deal with the imbalanced distribution of data across the COVIDx dataset, we employed the class reweight method to re‐balance the whole dataset.
34898852	8653328	Balancing the dataset was particularly important in order to ensure better results for COVID‐19 recognition.
34898852	8653328	It is also noticeable that the performance achieved with the second dataset (i.e., the enhanced COVID‐19 dataset) was much better than that achieved with the first dataset (i.e., the COVIDx dataset) due to its balance in the number of images in each class.
34898852	8653328	From the results obtained, we conclude that correcting the dataset's imbalance is a very important step to consider before starting the model's training.
34898852	8653328	In order to validate the performance of our proposed RND‐CNN model, we compared the results we obtained with the COVIDx dataset with the results obtained by employing other models and different types of weight initialization.
34898852	8653328	VGG16 consists of 16 layers and as a network, has demonstrated strong generalization on many large benchmarking datasets for different tasks.
34898852	8653328	We loaded pre‐trained versions of these two models, which had been performed on the ImageNet dataset that includes more than one million images.
34898852	8653328	Comparison of performance results between RND‐CNN and other DL models using the COVIDx dataset
34898852	8653328	This comparison demonstrates that our proposed approach produces excellent results for both the COVIDx and enhanced COVID‐19 datasets.
34898852	8653328	[37] but the later was only applied on one small dataset, which is the enhanced COVID‐19 dataset.
34898852	8653328	[13], provides a higher F1‐score when using COVIDx dataset compared with our model, but it needs to conduct more exhaustive experiments to measure additional performance metrics such as accuracy, precision, sensitivity, and specificity.
34898852	8653328	The model was tested using two different datasets, a large dataset with a high imbalance of classes (the COVIDx dataset) and a small dataset with balanced classes and enhanced images (the enhanced COVID‐19 dataset).
34898852	8653328	Following several experiments, the results we achieved demonstrate the excellent performance of the proposed model for both datasets.
34898852	8653328	However, better results are reached using the enhanced COVID‐19 dataset.
